source,target,url
With Ni,Bismutohauchecornite,http://www.mindat.org/min-658.html
With Ni,Hauchechorite,http://www.mindat.org/min-1829.html
With Ni,Tellurohauchecornite,http://www.mindat.org/min-3898.html
With Ni,Tucekite,http://www.mindat.org/min-4042.html
With Ni,Argentopentlandite,http://www.mindat.org/min-291.html
With Ni,Cobaltpentlandite,http://www.mindat.org/min-1097.html
With Ni,Geffroyite,http://www.mindat.org/min-1667.html
With Ni,Godlevskite,http://www.mindat.org/min-1716.html
With Ni,Kharaelakhite,http://www.mindat.org/min-2196.html
With Ni,Manganoshadlunite,http://www.mindat.org/min-2467.html
With Ni,Pentlandite,http://www.mindat.org/min-3155.html
With Ni,Shadlunite,http://www.mindat.org/min-3628.html
With Ni,Sugakiite,http://www.mindat.org/min-29106.html
With Ni,UM2002-26-S:FeNi,http://www.mindat.org/min-40785.html
"Metal Sulfides, M: S > 1: 1 (mainly 2: 1)","With Rh, Pd, Pt, etc.",http://www.mindat.org/strunz.php?a=2&b=B&c=C
"With Rh, Pd, Pt, etc.",UM2004-45-Se:AgHgPd,http://www.mindat.org/min-29164.html
"With Rh, Pd, Pt, etc.",Palladseite,http://www.mindat.org/min-3070.html
"With Rh, Pd, Pt, etc.",Miassite,http://www.mindat.org/min-7250.html
"With Rh, Pd, Pt, etc.",UM2000-47-S:CuFePdPt,http://www.mindat.org/min-9019.html
"With Rh, Pd, Pt, etc.",Oosterboschite,http://www.mindat.org/min-3002.html
"With Rh, Pd, Pt, etc.",Chrisstanleyite,http://www.mindat.org/min-1028.html
"With Rh, Pd, Pt, etc.",Jagueite,http://www.mindat.org/min-26391.html
"With Rh, Pd, Pt, etc.",Keithconnite,http://www.mindat.org/min-2176.html
"With Rh, Pd, Pt, etc.",Vailite,http://www.mindat.org/min-4160.html
"With Rh, Pd, Pt, etc.",Telluropalladinite,http://www.mindat.org/min-3899.html
"With Rh, Pd, Pt, etc.",Luberoite,http://www.mindat.org/min-2448.html
"With Rh, Pd, Pt, etc.",Oulankaite,http://www.mindat.org/min-3045.html
"With Rh, Pd, Pt, etc.",Telargpalite,http://www.mindat.org/min-3903.html
"With Rh, Pd, Pt, etc.",Temagamite,http://www.mindat.org/min-3908.html
"With Rh, Pd, Pt, etc.",Sopcheite,http://www.mindat.org/min-3713.html
"With Rh, Pd, Pt, etc.",Laflammeite,http://www.mindat.org/min-10743.html
"With Rh, Pd, Pt, etc.",Tischendorfite,http://www.mindat.org/min-11112.html
"Metal Sulfides, M: S > 1: 1 (mainly 2: 1)","With Hg, Tl",http://www.mindat.org/strunz.php?a=2&b=B&c=D
"With Hg, Tl",UM2004-33-S:AgCuHgSe,http://www.mindat.org/min-29165.html
"With Hg, Tl",Imiterite,http://www.mindat.org/min-2020.html
"With Hg, Tl",Gortdrumite,http://www.mindat.org/min-1730.html
"With Hg, Tl",Balkanite,http://www.mindat.org/min-496.html
"With Hg, Tl",Danielsite,http://www.mindat.org/min-1219.html
"With Hg, Tl",Donharrisite,http://www.mindat.org/min-1308.html
"With Hg, Tl",Carlinite,http://www.mindat.org/min-901.html
"With Hg, Tl",Bukovite,http://www.mindat.org/min-797.html
"With Hg, Tl",Murunskite,http://www.mindat.org/min-2814.html
"With Hg, Tl",Thalcusite,http://www.mindat.org/min-3930.html
"With Hg, Tl",Rohaite,http://www.mindat.org/min-3439.html
"With Hg, Tl",Chalcothallite,http://www.mindat.org/min-978.html
"With Hg, Tl",Sabatierite,http://www.mindat.org/min-3492.html
"With Hg, Tl",Crookesite,http://www.mindat.org/min-1159.html
"With Hg, Tl",Brodtkorbite,http://www.mindat.org/min-7090.html
"Metal Sulfides, M: S > 1: 1 (mainly 2: 1)",With Pb (Bi),http://www.mindat.org/strunz.php?a=2&b=B&c=E
With Pb (Bi),Betekhtinite,http://www.mindat.org/min-650.html
With Pb (Bi),Furutobeite,http://www.mindat.org/min-1622.html
With Pb (Bi),Rhodplumsite,http://www.mindat.org/min-3409.html
With Pb (Bi),Shandite,http://www.mindat.org/min-3631.html
With Pb (Bi),Parkerite,http://www.mindat.org/min-3122.html
With Pb (Bi),Schlemaite,http://www.mindat.org/min-25688.html
With Pb (Bi),Pasavaite,http://www.mindat.org/min-35949.html
Sulfides and Sulfosalts,"Metal Sulfides, M: S = 3:4 and 2:3",http://www.mindat.org/strunz.php?a=2&b=D
"Metal Sulfides, M: S = 3:4 and 2:3",M:S = 3:4,http://www.mindat.org/strunz.php?a=2&b=D&c=A
M:S = 3:4,Bornhardtite,http://www.mindat.org/min-726.html
M:S = 3:4,Carollite,http://www.mindat.org/min-911.html
M:S = 3:4,Cuproiridsite,http://www.mindat.org/min-1186.html
M:S = 3:4,Cuprorhodsite,http://www.mindat.org/min-1188.html
M:S = 3:4,Daubreelite,http://www.mindat.org/min-1230.html
M:S = 3:4,Fletcherite,http://www.mindat.org/min-1557.html
M:S = 3:4,Florensovite,http://www.mindat.org/min-1563.html
M:S = 3:4,Greigite,http://www.mindat.org/min-1747.html
M:S = 3:4,Indite,http://www.mindat.org/min-2029.html
M:S = 3:4,Kalininite,http://www.mindat.org/min-2138.html
M:S = 3:4,Linnaeite,http://www.mindat.org/min-2409.html
M:S = 3:4,Malanite,http://www.mindat.org/min-2551.html
M:S = 3:4,Polydymite,http://www.mindat.org/min-3258.html
M:S = 3:4,Siegenite,http://www.mindat.org/min-3655.html
M:S = 3:4,Trustedtite,http://www.mindat.org/min-4032.html
M:S = 3:4,Tyrrellite,http://www.mindat.org/min-4071.html
M:S = 3:4,Violarite,http://www.mindat.org/min-4187.html
M:S = 3:4,Xingzhongite,http://www.mindat.org/min-4339.html
M:S = 3:4,Ferrorhodsite,http://www.mindat.org/min-6943.html
M:S = 3:4,Cadmoindite,http://www.mindat.org/min-27212.html
M:S = 3:4,Cuprokalininite,http://www.mindat.org/min-40142.html
M:S = 3:4,Rhodostannite,http://www.mindat.org/min-3408.html
M:S = 3:4,Toyohaite,http://www.mindat.org/min-4004.html
M:S = 3:4,Brezinaite,http://www.mindat.org/min-768.html
M:S = 3:4,Heideite,http://www.mindat.org/min-1845.html
M:S = 3:4,Inaglyite,http://www.mindat.org/min-2022.html
M:S = 3:4,Konderite,http://www.mindat.org/min-2248.html
M:S = 3:4,Kingstonite,http://www.mindat.org/min-27678.html
"Metal Sulfides, M: S = 3:4 and 2:3",M:S = 2:3,http://www.mindat.org/strunz.php?a=2&b=D&c=B
M:S = 2:3,Antimonselite,http://www.mindat.org/min-266.html
M:S = 2:3,Bismuthinite,http://www.mindat.org/min-686.html
M:S = 2:3,Guanajuatite,http://www.mindat.org/min-1761.html
M:S = 2:3,Metastibnite,http://www.mindat.org/min-2686.html
M:S = 2:3,Paakkonenite,http://www.mindat.org/min-3226.html
M:S = 2:3,Stibnite,http://www.mindat.org/min-3782.html
M:S = 2:3,Ottemannite,http://www.mindat.org/min-3042.html
M:S = 2:3,Suredaite,http://www.mindat.org/min-7322.html
M:S = 2:3,Bowieite,http://www.mindat.org/min-745.html
M:S = 2:3,Kashinite,http://www.mindat.org/min-2164.html
M:S = 2:3,Montbrayite,http://www.mindat.org/min-2761.html
M:S = 2:3,Edgarite,http://www.mindat.org/min-6910.html
M:S = 2:3,Tarkianite,http://www.mindat.org/min-25693.html
M:S = 2:3,Cameronite,http://www.mindat.org/min-873.html
"Metal Sulfides, M: S = 3:4 and 2:3",Variable M:S,http://www.mindat.org/strunz.php?a=2&b=D&c=C
Variable M:S,Hedleyite,http://www.mindat.org/min-1843.html
Variable M:S,Ikunolite,http://www.mindat.org/min-2008.html
Variable M:S,Ingodite,http://www.mindat.org/min-2033.html
Variable M:S,Joseite-B,http://www.mindat.org/min-2117.html
Variable M:S,Kawazulite,http://www.mindat.org/min-2170.html
Variable M:S,Laitakarite,http://www.mindat.org/min-2313.html
Variable M:S,Nevskite,http://www.mindat.org/min-2886.html
Variable M:S,Paraguanajuatite,http://www.mindat.org/min-3091.html
Variable M:S,Pilsenite,http://www.mindat.org/min-3213.html
Variable M:S,Skippenite,http://www.mindat.org/min-3680.html
Variable M:S,Sulphotsumoite,http://www.mindat.org/min-3825.html
Variable M:S,Tellurantimony,http://www.mindat.org/min-3904.html
Variable M:S,Tellurobismuthite,http://www.mindat.org/min-3907.html
Variable M:S,Tetradymite,http://www.mindat.org/min-3921.html
Variable M:S,Tsumoite,http://www.mindat.org/min-4041.html
Variable M:S,Baksanite,http://www.mindat.org/min-6814.html
Variable M:S,Joseite-C,http://www.mindat.org/min-29092.html
Variable M:S,Protojoseite,http://www.mindat.org/min-7255.html
Variable M:S,Sztrokayite,http://www.mindat.org/min-7323.html
Variable M:S,Vihorlatite,http://www.mindat.org/min-7356.html
Variable M:S,Telluronevskite,http://www.mindat.org/min-7726.html
Variable M:S,UM1983-09-S:BiPbTe,http://www.mindat.org/min-35980.html
